building_id,hour,kwh_usage
mauve_school,18,6.266612
mauve_school,19,6.473466
mauve_school,20,5.400157
mauve_school,21,4.692325
mauve_school,22,3.128626
mauve_school,23,2.395402
mauve_school,0,2.554622
mauve_taco_truck,1,5.215654
mauve_taco_truck,2,4.842579
mauve_taco_truck,3,5.512128
mauve_taco_truck,4,6.450672
mauve_taco_truck,5,8.036262
mauve_taco_truck,6,9.654109
mauve_taco_truck,7,9.164178
mauve_taco_truck,8,9.040647
mauve_taco_truck,9,8.327569
mauve_taco_truck,10,6.735766
mauve_taco_truck,11,5.398259
mauve_taco_truck,12,4.888769
mauve_taco_truck,13,5.461533
mauve_taco_truck,14,7.086753
mauve_taco_truck,15,10.236275
mauve_taco_truck,16,12.812336
mauve_taco_truck,17,15.122423
mauve_taco_truck,18,17.553043
mauve_taco_truck,19,17.394245
mauve_taco_truck,20,17.541133
mauve_taco_truck,21,14.991861
mauve_taco_truck,22,11.915414
mauve_taco_truck,23,9.597380
mauve_taco_truck,0,7.300344
mauve_base,1,8.395019
mauve_base,2,6.761014
mauve_base,3,5.537832
mauve_base,4,5.251632
mauve_base,5,4.122531
mauve_base,6,4.523151
mauve_base,7,6.569753
mauve_base,8,9.189009
mauve_base,9,11.059360
mauve_base,10,14.280760
mauve_base,11,16.085095
mauve_base,12,16.242117
mauve_base,13,15.549906
mauve_base,14,13.618507
mauve_base,15,11.253523
mauve_base,16,8.152090
mauve_base,17,6.185289
mauve_base,18,4.511238
mauve_base,19,4.627689
mauve_base,20,5.241939
mauve_base,21,6.457600
mauve_base,22,6.973958
mauve_base,23,8.232162
mauve_base,0,8.796426
mauve_houseboat,1,5.178604
mauve_houseboat,2,5.414186
mauve_houseboat,3,6.073443
mauve_houseboat,4,7.650848
mauve_houseboat,5,8.605615
mauve_houseboat,6,9.138919
mauve_houseboat,7,9.115449
mauve_houseboat,8,8.186069
mauve_houseboat,9,6.829803
mauve_houseboat,10,6.221336
mauve_houseboat,11,4.867708
mauve_houseboat,12,5.409596
mauve_houseboat,13,6.268035
mauve_houseboat,14,8.549509
mauve_houseboat,15,11.769916
mauve_houseboat,16,14.063263
mauve_houseboat,17,16.318462
mauve_houseboat,18,17.451079
mauve_houseboat,19,17.440117
mauve_houseboat,20,16.314370
mauve_houseboat,21,13.936471
mauve_houseboat,22,10.614080
mauve_houseboat,23,7.630686
mauve_houseboat,0,5.508863
mauve_hospital,1,10.256864
mauve_hospital,2,8.996070
mauve_hospital,3,7.216135
mauve_hospital,4,5.595859
mauve_hospital,5,5.189236
mauve_hospital,6,7.397219
mauve_hospital,7,9.578486
mauve_hospital,8,13.069139
mauve_hospital,9,16.475420
mauve_hospital,10,19.399895
mauve_hospital,11,21.014245
mauve_hospital,12,21.134613
mauve_hospital,13,19.012586
mauve_hospital,14,16.782511
mauve_hospital,15,13.197891
mauve_hospital,16,9.340222
mauve_hospital,17,7.282923
mauve_hospital,18,6.166661
mauve_hospital,19,5.544589
mauve_hospital,20,6.694025
mauve_hospital,21,8.281452
mauve_hospital,22,10.241303
mauve_hospital,23,10.977164
mauve_hospital,0,10.698472
mauve_aquarium,1,4.580274
mauve_aquarium,2,4.003998
mauve_aquarium,3,4.247129
mauve_aquarium,4,5.660802
mauve_aquarium,5,7.013380
mauve_aquarium,6,7.441635
mauve_aquarium,7,7.577652
mauve_aquarium,8,6.890613
mauve_aquarium,9,5.841032
mauve_aquarium,10,4.739359
mauve_aquarium,11,4.521883
mauve_aquarium,12,4.286098
mauve_aquarium,13,4.369285
mauve_aquarium,14,6.363199
mauve_aquarium,15,8.620917
mauve_aquarium,16,10.669865
mauve_aquarium,17,13.123741
mauve_aquarium,18,13.814486
mauve_aquarium,19,13.928171
mauve_aquarium,20,12.964200
mauve_aquarium,21,11.332192
mauve_aquarium,22,8.913208
mauve_aquarium,23,6.902963
mauve_aquarium,0,5.332267
small_house,1,4.483799
small_house,2,4.916547
small_house,3,6.405006
small_house,4,7.967082
small_house,5,8.831894
small_house,6,9.290861
small_house,7,8.606708
small_house,8,7.532935
small_house,9,5.962021
small_house,10,5.490179
small_house,11,4.950786
small_house,12,4.960494
small_house,13,7.274964
small_house,14,9.291765
small_house,15,12.024985
small_house,16,14.939584
small_house,17,15.906123
small_house,18,16.715615
small_house,19,15.733874
small_house,20,13.640398
small_house,21,11.066147
small_house,22,8.261144
small_house,23,6.300576
small_house,0,5.492239
small_museum,1,3.456139
small_museum,2,2.775829
small_museum,3,2.059770
small_museum,4,2.634329
small_museum,5,2.348948
small_museum,6,2.127051
small_museum,7,2.953572
small_museum,8,3.325878
small_museum,9,4.057235
small_museum,10,4.865950
small_museum,11,5.739994
small_museum,12,5.614761
small_museum,13,5.082511
small_museum,14,4.192417
small_museum,15,3.903692
small_museum,16,2.571994
small_museum,17,1.935089
small_museum,18,1.729833
small_museum,19,1.693337
small_museum,20,2.610289
small_museum,21,2.344192
small_museum,22,3.100288
small_museum,23,3.629601
small_museum,0,3.363049
small_office,1,4.065788
small_office,2,3.044126
small_office,3,3.117000
small_office,4,2.526788
small_office,5,2.762769
small_office,6,1.917860
small_office,7,2.132105
small_office,8,3.475875
small_office,9,3.415736
small_office,10,4.906300
small_office,11,5.889530
small_office,12,5.862200
small_office,13,5.754017
small_office,14,6.219417
small_office,15,4.873725
small_office,16,4.316369
small_office,17,3.734137
small_office,18,2.266982
small_office,19,2.079209
small_office,20,1.812419
small_office,21,2.194149
small_office,22,2.714799
small_office,23,3.026623
small_office,0,3.085964
small_planetarium,1,3.246045
small_planetarium,2,5.057632
small_planetarium,3,5.009055
small_planetarium,4,5.900484
small_planetarium,5,6.172467
small_planetarium,6,5.835339
small_planetarium,7,5.065456
small_planetarium,8,3.787140
small_planetarium,9,3.502960
small_planetarium,10,2.628321
small_planetarium,11,3.969639
small_planetarium,12,5.229558
small_planetarium,13,7.245075
small_planetarium,14,9.235726
small_planetarium,15,10.318403
small_planetarium,16,10.993229
small_planetarium,17,10.990176
small_planetarium,18,10.971400
small_planetarium,19,8.667679
small_planetarium,20,7.068775
small_planetarium,21,5.380562
small_planetarium,22,3.784610
small_planetarium,23,2.788445
small_planetarium,0,3.214165
small_birdhouse,1,2.238742
small_birdhouse,2,2.579942
small_birdhouse,3,2.203759
small_birdhouse,4,1.642244
small_birdhouse,5,1.664150
small_birdhouse,6,1.408648
small_birdhouse,7,1.461214
small_birdhouse,8,2.065232
small_birdhouse,9,2.443703
small_birdhouse,10,2.828609
small_birdhouse,11,2.438252
small_birdhouse,12,3.478157
small_birdhouse,13,3.385183
small_birdhouse,14,2.654409
small_birdhouse,15,2.670586
small_birdhouse,16,2.092821
small_birdhouse,17,2.389810
small_birdhouse,18,2.126016
small_birdhouse,19,1.962008
small_birdhouse,20,1.700051
small_birdhouse,21,2.095062
small_birdhouse,22,2.339507
small_birdhouse,23,1.700179
small_birdhouse,0,2.021861
small_stadium,1,6.472575
small_stadium,2,7.585298
small_stadium,3,8.883164
small_stadium,4,10.852426
small_stadium,5,11.282966
small_stadium,6,10.767752
small_stadium,7,9.706318
small_stadium,8,7.971764
small_stadium,9,6.266571
small_stadium,10,5.912014
small_stadium,11,6.375097
small_stadium,12,8.419420
small_stadium,13,10.959610
small_stadium,14,14.244045
small_stadium,15,17.908545
small_stadium,16,20.353612
small_stadium,17,21.408843
small_stadium,18,20.108047
small_stadium,19,17.885283
small_stadium,20,15.214723
small_stadium,21,11.405780
small_stadium,22,8.219583
small_stadium,23,6.737764
small_stadium,0,6.045289
small_warehouse,1,2.460968
small_warehouse,2,3.316433
small_warehouse,3,3.144016
small_warehouse,4,3.836101
small_warehouse,5,3.381066
small_warehouse,6,3.448987
small_warehouse,7,2.885779
small_warehouse,8,2.672499
small_warehouse,9,2.110266
small_warehouse,10,2.769661
small_warehouse,11,2.477893
small_warehouse,12,3.004313
small_warehouse,13,4.375515
small_warehouse,14,5.464156
small_warehouse,15,5.216293
small_warehouse,16,5.644081
small_warehouse,17,5.635581
small_warehouse,18,5.472393
small_warehouse,19,4.636767
small_warehouse,20,3.752844
small_warehouse,21,2.326913
small_warehouse,22,2.623198
small_warehouse,23,2.203936
small_warehouse,0,2.637867
small_market,1,9.698630
small_market,2,8.021119
small_market,3,6.747692
small_market,4,5.601358
small_market,5,5.665092
small_market,6,6.457160
small_market,7,9.252206
small_market,8,12.387422
small_market,9,15.351319
small_market,10,17.488634
small_market,11,19.007573
small_market,12,19.413218
small_market,13,17.996334
small_market,14,14.708723
small_market,15,11.490734
small_market,16,8.471391
small_market,17,6.722063
small_market,18,5.961809
small_market,19,5.182997
small_market,20,6.278325
small_market,21,8.033951
small_market,22,9.577279
small_market,23,10.094548
small_market,0,10.790831
small_hydroelectric_plant,1,5.357801
small_hydroelectric_plant,2,6.033333
small_hydroelectric_plant,3,7.264757
small_hydroelectric_plant,4,6.827118
small_hydroelectric_plant,5,6.770972
small_hydroelectric_plant,6,5.233392
small_hydroelectric_plant,7,4.924700
small_hydroelectric_plant,8,3.751422
small_hydroelectric_plant,9,3.482260
small_hydroelectric_plant,10,4.214192
small_hydroelectric_plant,11,6.073760
small_hydroelectric_plant,12,8.072288
small_hydroelectric_plant,13,9.617405
small_hydroelectric_plant,14,11.688747
small_hydroelectric_plant,15,12.562271
small_hydroelectric_plant,16,12.915773
small_hydroelectric_plant,17,11.750734
small_hydroelectric_plant,18,10.219951
small_hydroelectric_plant,19,8.608789
small_hydroelectric_plant,20,5.996329
small_hydroelectric_plant,21,5.052596
small_hydroelectric_plant,22,3.610791
small_hydroelectric_plant,23,3.363469
small_hydroelectric_plant,0,4.729730
small_windmill,1,7.471146
small_windmill,2,7.169125
small_windmill,3,5.690145
small_windmill,4,4.565090
small_windmill,5,4.851792
small_windmill,6,5.534881
small_windmill,7,6.864754
small_windmill,8,8.983424
small_windmill,9,11.475159
small_windmill,10,13.724292
small_windmill,11,15.477713
small_windmill,12,15.434758
small_windmill,13,14.593426
small_windmill,14,12.791574
small_windmill,15,10.376988
small_windmill,16,7.523084
small_windmill,17,5.563534
small_windmill,18,4.659077
small_windmill,19,4.350512
small_windmill,20,4.955219
small_windmill,21,6.770638
small_windmill,22,7.806779
small_windmill,23,8.707904
small_windmill,0,8.093174
small_opera_house,1,3.355039
small_opera_house,2,2.464496
small_opera_house,3,3.409610
small_opera_house,4,4.145169
small_opera_house,5,4.904807
small_opera_house,6,4.882319
small_opera_house,7,5.244311
small_opera_house,8,5.009772
small_opera_house,9,4.879600
small_opera_house,10,4.127847
small_opera_house,11,3.392564
small_opera_house,12,3.150360
small_opera_house,13,3.351351
small_opera_house,14,4.105128
small_opera_house,15,5.888886
small_opera_house,16,7.675647
small_opera_house,17,9.087807
small_opera_house,18,9.973256
small_opera_house,19,10.234564
small_opera_house,20,9.209740
small_opera_house,21,8.679772
small_opera_house,22,7.391810
small_opera_house,23,5.313134
small_opera_house,0,3.899345
small_gymnaisum,1,4.860538
small_gymnaisum,2,5.670249
small_gymnaisum,3,5.035012
small_gymnaisum,4,3.923801
small_gymnaisum,5,3.634654
small_gymnaisum,6,3.226876
small_gymnaisum,7,2.977600
small_gymnaisum,8,3.290449
small_gymnaisum,9,3.712070
small_gymnaisum,10,5.341286
small_gymnaisum,11,6.711631
small_gymnaisum,12,8.948198
small_gymnaisum,13,9.515214
small_gymnaisum,14,9.334542
small_gymnaisum,15,8.971686
small_gymnaisum,16,7.653522
small_gymnaisum,17,5.964103
small_gymnaisum,18,4.554995
small_gymnaisum,19,3.317093
small_gymnaisum,20,3.067521
small_gymnaisum,21,2.738917
small_gymnaisum,22,2.967813
small_gymnaisum,23,4.122821
small_gymnaisum,0,4.671878
small_school,1,2.419706
small_school,2,3.063382
small_school,3,3.818096
small_school,4,4.268782
small_school,5,3.444354
small_school,6,3.537143
small_school,7,3.044042
small_school,8,1.782599
small_school,9,2.142846
small_school,10,2.206482
small_school,11,3.115642
small_school,12,4.233711
small_school,13,5.086309
small_school,14,6.447245
small_school,15,6.899353
small_school,16,7.435993
small_school,17,6.541362
small_school,18,5.864947
small_school,19,4.774249
small_school,20,3.713831
small_school,21,2.499869
small_school,22,1.936132
small_school,23,2.545420
small_school,0,1.988372
small_taco_truck,1,1.652845
small_taco_truck,2,1.680796
small_taco_truck,3,1.779753
small_taco_truck,4,2.146461
small_taco_truck,5,2.327602
small_taco_truck,6,1.665101
small_taco_truck,7,2.341052
small_taco_truck,8,2.450242
small_taco_truck,9,1.658831
small_taco_truck,10,1.963104
small_taco_truck,11,1.229151
small_taco_truck,12,1.070142
small_taco_truck,13,1.643311
small_taco_truck,14,2.289927
small_taco_truck,15,2.278957
small_taco_truck,16,2.225629
small_taco_truck,17,3.264494
small_taco_truck,18,2.884495
small_taco_truck,19,3.008499
small_taco_truck,20,3.427399
small_taco_truck,21,2.771833
small_taco_truck,22,2.753527
small_taco_truck,23,1.812932
small_taco_truck,0,1.582896
small_base,1,1.890709
small_base,2,1.339969
small_base,3,1.796427
small_base,4,1.525054
small_base,5,1.391410
small_base,6,1.350504
small_base,7,1.894389
small_base,8,2.451831
small_base,9,2.806824
small_base,10,2.872614
small_base,11,3.313167
small_base,12,3.369377
small_base,13,2.495824
small_base,14,2.298194
small_base,15,2.357798
small_base,16,1.552230
small_base,17,1.390225
small_base,18,1.091297
small_base,19,1.526814
small_base,20,1.630872
small_base,21,1.625836
small_base,22,1.572774
small_base,23,1.776610
small_base,0,2.245856
small_houseboat,1,2.237197
small_houseboat,2,1.875251
small_houseboat,3,1.736441
small_houseboat,4,1.451348
small_houseboat,5,1.079824
small_houseboat,6,1.315199
small_houseboat,7,1.323445
small_houseboat,8,2.317577
small_houseboat,9,2.862291
small_houseboat,10,3.033776
small_houseboat,11,3.190712
small_houseboat,12,3.569342
small_houseboat,13,3.328017
small_houseboat,14,3.573946
small_houseboat,15,2.814263
small_houseboat,16,2.528865
small_houseboat,17,1.936544
small_houseboat,18,1.787138
small_houseboat,19,1.401265
small_houseboat,20,1.252535
small_houseboat,21,1.624110
small_houseboat,22,1.621128
small_houseboat,23,2.135729
small_houseboat,0,2.072006
small_hospital,1,5.453214
small_hospital,2,7.397979
small_hospital,3,7.775557
small_hospital,4,8.985249
small_hospital,5,8.056088
small_hospital,6,7.466042
small_hospital,7,5.803996
small_hospital,8,4.167959
small_hospital,9,3.925271
small_hospital,10,4.406059
small_hospital,11,6.053806
small_hospital,12,8.508684
small_hospital,13,11.293532
small_hospital,14,13.530177
small_hospital,15,16.157145
small_hospital,16,16.263229
small_hospital,17,15.949539
small_hospital,18,14.419303
small_hospital,19,12.014410
small_hospital,20,9.223641
small_hospital,21,5.858463
small_hospital,22,4.968221
small_hospital,23,4.403621
small_hospital,0,5.019874
small_aquarium,1,4.683352
small_aquarium,2,5.643270
small_aquarium,3,7.189116
small_aquarium,4,7.288966
small_aquarium,5,7.337181
small_aquarium,6,7.272668
small_aquarium,7,5.731891
small_aquarium,8,4.507332
small_aquarium,9,4.281931
small_aquarium,10,4.101645
small_aquarium,11,4.590919
small_aquarium,12,6.563846
small_aquarium,13,8.150473
small_aquarium,14,11.244707
small_aquarium,15,13.032504
small_aquarium,16,14.196597
small_aquarium,17,14.009110
small_aquarium,18,13.784467
small_aquarium,19,11.121540
small_aquarium,20,9.210128
small_aquarium,21,7.135795
small_aquarium,22,5.242111
small_aquarium,23,3.655853
small_aquarium,0,3.531267
up_house,1,6.874538
up_house,2,9.270752
up_house,3,10.500432
up_house,4,10.168207
up_house,5,9.792895
up_house,6,8.948610
up_house,7,6.704987
up_house,8,5.868074
up_house,9,5.037883
up_house,10,5.860359
up_house,11,7.978428
up_house,12,10.274463
up_house,13,13.445205
up_house,14,17.271083
up_house,15,18.751301
up_house,16,19.932458
up_house,17,18.781374
up_house,18,17.221533
up_house,19,13.309044
up_house,20,10.798040
up_house,21,7.521502
up_house,22,5.419065
up_house,23,5.804989
up_house,0,5.906009
up_museum,1,4.440325
up_museum,2,4.251721
up_museum,3,4.947082
up_museum,4,6.956748
up_museum,5,7.726058
up_museum,6,8.159894
up_museum,7,7.690573
up_museum,8,7.402738
up_museum,9,6.133093
up_museum,10,4.683644
up_museum,11,3.601895
up_museum,12,4.524811
up_museum,13,5.826008
up_museum,14,7.779572
up_museum,15,10.143460
up_museum,16,12.869004
up_museum,17,14.720835
up_museum,18,16.014465
up_museum,19,15.196358
up_museum,20,13.620989
up_museum,21,11.169231
up_museum,22,8.940209
up_museum,23,6.492854
up_museum,0,4.759622
up_office,1,2.665902
up_office,2,2.479619
up_office,3,3.430366
up_office,4,3.233620
up_office,5,4.428065
up_office,6,4.023717
up_office,7,4.459424
up_office,8,4.151912
up_office,9,3.451051
up_office,10,2.954208
up_office,11,2.503583
up_office,12,3.001168
up_office,13,3.274233
up_office,14,4.581488
up_office,15,4.743161
up_office,16,5.811956
up_office,17,6.968678
up_office,18,6.993228
up_office,19,7.381872
up_office,20,6.530196
up_office,21,5.613510
up_office,22,4.901022
up_office,23,3.331571
up_office,0,2.535980
up_planetarium,1,6.028593
up_planetarium,2,5.003104
up_planetarium,3,4.500404
up_planetarium,4,3.514465
up_planetarium,5,4.144718
up_planetarium,6,5.399852
up_planetarium,7,6.463071
up_planetarium,8,9.182979
up_planetarium,9,11.058573
up_planetarium,10,12.867398
up_planetarium,11,12.998330
up_planetarium,12,13.219083
up_planetarium,13,11.295880
up_planetarium,14,9.882967
up_planetarium,15,8.078165
up_planetarium,16,5.269795
up_planetarium,17,4.516725
up_planetarium,18,3.896735
up_planetarium,19,4.305769
up_planetarium,20,4.727096
up_planetarium,21,5.864203
up_planetarium,22,7.126933
up_planetarium,23,6.770515
up_planetarium,0,7.231337
up_birdhouse,1,7.222636
up_birdhouse,2,9.043608
up_birdhouse,3,9.407570
up_birdhouse,4,9.228868
up_birdhouse,5,7.326421
up_birdhouse,6,6.788996
up_birdhouse,7,5.373557
up_birdhouse,8,4.660808
up_birdhouse,9,5.532868
up_birdhouse,10,6.784604
up_birdhouse,11,9.352424
up_birdhouse,12,11.829288
up_birdhouse,13,14.126973
up_birdhouse,14,16.015233
up_birdhouse,15,17.248120
up_birdhouse,16,16.379052
up_birdhouse,17,15.307557
up_birdhouse,18,12.240828
up_birdhouse,19,9.476735
up_birdhouse,20,6.821942
up_birdhouse,21,5.568510
up_birdhouse,22,4.995464
up_birdhouse,23,5.545816
up_birdhouse,0,5.835012
up_stadium,1,2.495168
up_stadium,2,2.200929
up_stadium,3,1.837544
up_stadium,4,2.202653
up_stadium,5,1.811398
up_stadium,6,1.414716
up_stadium,7,1.116123
up_stadium,8,1.447975
up_stadium,9,2.095935
up_stadium,10,2.379346
up_stadium,11,1.978824
up_stadium,12,2.718221
up_stadium,13,2.805531
up_stadium,14,2.853841
up_stadium,15,2.737728
up_stadium,16,2.730767
up_stadium,17,2.471227
up_stadium,18,1.814323
up_stadium,19,1.693451
up_stadium,20,1.670091
up_stadium,21,1.191515
up_stadium,22,1.241661
up_stadium,23,1.373823
up_stadium,0,1.911852
up_warehouse,1,8.408976
up_warehouse,2,7.181429
up_warehouse,3,6.435044
up_warehouse,4,5.313638
up_warehouse,5,5.005461
up_warehouse,6,6.467434
up_warehouse,7,8.501652
up_warehouse,8,11.403962
up_warehouse,9,14.517106
up_warehouse,10,16.444960
up_warehouse,11,17.832103
up_warehouse,12,17.891872
up_warehouse,13,16.926635
up_warehouse,14,14.311237
up_warehouse,15,11.164093
up_warehouse,16,8.296233
up_warehouse,17,6.269208
up_warehouse,18,5.057567
up_warehouse,19,5.051880
up_warehouse,20,6.368929
up_warehouse,21,7.922670
up_warehouse,22,9.243368
up_warehouse,23,9.281797
up_warehouse,0,9.557853
up_market,1,6.467650
up_market,2,6.665715
up_market,3,6.817447
up_market,4,5.359549
up_market,5,4.637675
up_market,6,3.687596
up_market,7,3.712867
up_market,8,3.892172
up_market,9,5.578361
up_market,10,6.338841
up_market,11,8.913571
up_market,12,10.649216
up_market,13,11.373591
up_market,14,12.129180
up_market,15,11.499070
up_market,16,10.114342
up_market,17,8.550264
up_market,18,6.732785
up_market,19,5.415855
up_market,20,3.675343
up_market,21,4.148216
up_market,22,3.677019
up_market,23,4.948600
up_market,0,5.490051
up_hydroelectric_plant,1,1.180452
up_hydroelectric_plant,2,0.923479
up_hydroelectric_plant,3,1.571727
up_hydroelectric_plant,4,1.066410
up_hydroelectric_plant,5,0.681286
up_hydroelectric_plant,6,1.008243
up_hydroelectric_plant,7,0.955667
up_hydroelectric_plant,8,1.014750
up_hydroelectric_plant,9,0.692183
up_hydroelectric_plant,10,1.114100
up_hydroelectric_plant,11,1.610616
up_hydroelectric_plant,12,1.130798
up_hydroelectric_plant,13,1.903488
up_hydroelectric_plant,14,1.217179
up_hydroelectric_plant,15,1.877109
up_hydroelectric_plant,16,1.801882
up_hydroelectric_plant,17,1.469554
up_hydroelectric_plant,18,0.945930
up_hydroelectric_plant,19,1.123858
up_hydroelectric_plant,20,1.240478
up_hydroelectric_plant,21,0.762352
up_hydroelectric_plant,22,0.640784
up_hydroelectric_plant,23,1.389783
up_hydroelectric_plant,0,0.803524
up_windmill,1,1.121916
up_windmill,2,0.614776
up_windmill,3,0.730410
up_windmill,4,1.633339
up_windmill,5,1.552355
up_windmill,6,1.205774
up_windmill,7,1.149230
up_windmill,8,1.084232
up_windmill,9,0.888531
up_windmill,10,1.211158
up_windmill,11,1.241570
up_windmill,12,1.384408
up_windmill,13,0.995374
up_windmill,14,1.880106
up_windmill,15,2.060802
up_windmill,16,1.995472
up_windmill,17,1.696085
up_windmill,18,1.559129
up_windmill,19,1.168206
up_windmill,20,1.830930
up_windmill,21,1.429238
up_windmill,22,0.812681
up_windmill,23,1.147273
up_windmill,0,0.930371
up_opera_house,1,2.117022
up_opera_house,2,1.374092
up_opera_house,3,1.623769
up_opera_house,4,2.198706
up_opera_house,5,2.070400
up_opera_house,6,1.753108
up_opera_house,7,2.620362
up_opera_house,8,1.903419
up_opera_house,9,1.605801
up_opera_house,10,1.715818
up_opera_house,11,1.311711
up_opera_house,12,1.851120
up_opera_house,13,2.107807
up_opera_house,14,2.018945
up_opera_house,15,2.455315
up_opera_house,16,2.538702
up_opera_house,17,2.528268
up_opera_house,18,3.149196
up_opera_house,19,2.637678
up_opera_house,20,3.337580
up_opera_house,21,2.915332
up_opera_house,22,2.048250
up_opera_house,23,1.988128
up_opera_house,0,1.853375
up_gymnaisum,1,3.201652
up_gymnaisum,2,3.253255
up_gymnaisum,3,3.028381
up_gymnaisum,4,2.265373
up_gymnaisum,5,1.911503
up_gymnaisum,6,1.359939
up_gymnaisum,7,1.683991
up_gymnaisum,8,1.840105
up_gymnaisum,9,1.840628
up_gymnaisum,10,2.820635
up_gymnaisum,11,3.493249
up_gymnaisum,12,4.657347
up_gymnaisum,13,5.184879
up_gymnaisum,14,5.655797
up_gymnaisum,15,5.005626
up_gymnaisum,16,4.301690
up_gymnaisum,17,3.500848
up_gymnaisum,18,3.378970
up_gymnaisum,19,2.741769
up_gymnaisum,20,2.186308
up_gymnaisum,21,2.008207
up_gymnaisum,22,2.002718
up_gymnaisum,23,2.424972
up_gymnaisum,0,1.921318
up_school,1,5.055921
up_school,2,4.891891
up_school,3,5.860362
up_school,4,7.304494
up_school,5,8.790464
up_school,6,9.752523
up_school,7,9.309453
up_school,8,8.327310
up_school,9,6.788086
up_school,10,5.625306
up_school,11,4.530310
up_school,12,4.971103
up_school,13,6.806313
up_school,14,9.400031
up_school,15,12.054219
up_school,16,15.213838
up_school,17,17.511696
up_school,18,17.875712
up_school,19,17.552725
up_school,20,15.723658
up_school,21,13.097132
up_school,22,9.789808
up_school,23,7.220122
up_school,0,5.160557
up_taco_truck,1,2.098529
up_taco_truck,2,2.406165
up_taco_truck,3,2.977888
up_taco_truck,4,3.798338
up_taco_truck,5,4.346784
up_taco_truck,6,4.095023
up_taco_truck,7,3.861539
up_taco_truck,8,3.510751
up_taco_truck,9,2.567105
up_taco_truck,10,2.163429
up_taco_truck,11,2.063101
up_taco_truck,12,2.818027
up_taco_truck,13,3.492347
up_taco_truck,14,4.661895
up_taco_truck,15,4.625623
up_taco_truck,16,5.463432
up_taco_truck,17,5.974855
up_taco_truck,18,6.629139
up_taco_truck,19,5.792188
up_taco_truck,20,5.210078
up_taco_truck,21,4.390779
up_taco_truck,22,3.731974
up_taco_truck,23,2.931722
up_taco_truck,0,2.597554
up_base,1,6.468440
up_base,2,7.312587
up_base,3,8.845873
up_base,4,8.269601
up_base,5,7.881007
up_base,6,6.536370
up_base,7,5.905053
up_base,8,4.535973
up_base,9,4.811763
up_base,10,5.123002
up_base,11,7.103432
up_base,12,9.467293
up_base,13,12.007422
up_base,14,14.091755
up_base,15,16.043043
up_base,16,15.841944
up_base,17,14.460282
up_base,18,12.661845
up_base,19,10.169814
up_base,20,7.179843
up_base,21,5.567561
up_base,22,5.048030
up_base,23,4.820285
up_base,0,5.771168
up_houseboat,1,4.981164
up_houseboat,2,4.249703
up_houseboat,3,4.660696
up_houseboat,4,6.549422
up_houseboat,5,7.511271
up_houseboat,6,8.625564
up_houseboat,7,8.986631
up_houseboat,8,8.682926
up_houseboat,9,7.432244
up_houseboat,10,5.797903
up_houseboat,11,4.693669
up_houseboat,12,4.985436
up_houseboat,13,5.442174
up_houseboat,14,6.653282
up_houseboat,15,8.667340
up_houseboat,16,11.031670
up_houseboat,17,13.324963
up_houseboat,18,15.291130
up_houseboat,19,16.176384
up_houseboat,20,15.562141
up_houseboat,21,13.666471
up_houseboat,22,10.841472
up_houseboat,23,8.976689
up_houseboat,0,6.746917
up_hospital,1,2.264179
up_hospital,2,2.525490
up_hospital,3,1.413329
up_hospital,4,1.164226
up_hospital,5,2.051101
up_hospital,6,1.637913
up_hospital,7,2.365977
up_hospital,8,3.694078
up_hospital,9,4.102573
up_hospital,10,4.329947
up_hospital,11,4.356010
up_hospital,12,4.645824
up_hospital,13,4.244295
up_hospital,14,3.395177
up_hospital,15,2.902797
up_hospital,16,1.736136
up_hospital,17,1.761231
up_hospital,18,1.389082
up_hospital,19,2.039515
up_hospital,20,1.898263
up_hospital,21,2.615752
up_hospital,22,2.480657
up_hospital,23,2.426678
up_hospital,0,2.477305
up_aquarium,1,3.748844
up_aquarium,2,4.682907
up_aquarium,3,5.789473
up_aquarium,4,6.209560
up_aquarium,5,7.146247
up_aquarium,6,6.359028
up_aquarium,7,5.484545
up_aquarium,8,4.990900
up_aquarium,9,4.087770
up_aquarium,10,3.708841
up_aquarium,11,3.747552
up_aquarium,12,5.125996
up_aquarium,13,6.734345
up_aquarium,14,8.582014
up_aquarium,15,10.683243
up_aquarium,16,11.597142
up_aquarium,17,12.400415
up_aquarium,18,11.977772
up_aquarium,19,10.268579
up_aquarium,20,8.520884
up_aquarium,21,6.842132
up_aquarium,22,5.154502
up_aquarium,23,3.797917
up_aquarium,0,4.047127
down_house,1,6.151858
down_house,2,6.953859
down_house,3,7.046742
down_house,4,7.730410
down_house,5,6.411542
down_house,6,4.997533
down_house,7,4.126646
down_house,8,3.209410
down_house,9,3.590531
down_house,10,5.010181
down_house,11,7.135540
down_house,12,9.474610
down_house,13,11.341467
down_house,14,12.852516
down_house,15,13.850691
down_house,16,14.155077
down_house,17,12.534848
down_house,18,10.862721
down_house,19,7.856312
down_house,20,5.940214
down_house,21,4.712504
down_house,22,3.603841
down_house,23,4.069568
down_house,0,4.613989
down_museum,1,5.662604
down_museum,2,4.486814
down_museum,3,3.605120
down_museum,4,3.039964
down_museum,5,3.793970
down_museum,6,4.574854
down_museum,7,6.260579
down_museum,8,8.278155
down_museum,9,9.943049
down_museum,10,11.805431
down_museum,11,12.190812
down_museum,12,12.148484
down_museum,13,11.218650
down_museum,14,8.627721
down_museum,15,7.490813
down_museum,16,5.578299
down_museum,17,4.271452
